,BLOCK,CHOICE_RT_1,CHOICE_RT_2,CONF_1,CONF_2,CONF_RT_1,CONF_RT_2,CORRECT,CORRECT_2,Chosen_Nr_1,Chosen_Nr_2,Correct_Count,DOTS_LEFT,DOTS_RIGHT,Dot_Diff,Error_Count,GSF_First_Presentation,GSF_Second_Presentation,LEFT_MOST_DOTS,LEFT_PRESENTATION_TIME,Left_IA_First_Dwell_Time,Left_IA_Second_Dwell_Time,PICKED_LEFT_1,PICKED_LEFT_2,Participant,RIGHT_PRESENTATION_TIME,Right_IA_First_Dwell_Time,Right_IA_Second_Dwell_Time,TOTAL_POINTS,TRIAL_POINTS,Unchosen_Nr_1,Unchosen_Nr_2,Which_First,ZConf1,ZConf1ALL,ZConf2,ZConf2ALL,ZDot_Diff,ZRT,sampling_time,session,type,Internal_Saccades_First,Internal_Saccades_Second
2546,2,1476,1850,82.73,97.7,1070,3051,1,1,50,50,1,50,45,5,0,1,3,True,,858,1380,True,True,18,,751,1081,6724,189,45,45,Left,1.186474753,1.136703813,1.4153351269999999,1.286842668,1.031694438,-0.290350089,3000.0,Free,"Correct, no change",3,5
2548,2,1608,2282,84.58,90.32,2868,388,1,1,54,54,1,50,54,4,0,1,3,False,,846,926,False,False,18,,722,1163,7109,187,50,50,Left,1.262088158,1.211427263,1.049277515,0.933043981,0.447784044,-0.20925905,3000.0,Free,"Correct, no change",5,2
2549,2,618,1375,95.28,96.85,2310,3479,1,1,54,54,2,50,54,4,0,1,3,False,,742,808,False,False,18,,512,1161,7304,195,50,50,Left,1.699419745,1.6436115430000002,1.37317402,1.2460934959999999,0.447784044,-0.8174418379999999,3000.0,Free,"Correct, no change",3,2
2553,2,2951,2504,26.65,45.27,2206,1572,-1,-1,50,50,1,52,50,2,1,1,1,True,,584,1669,False,False,18,,832,632,7942,63,52,52,Left,-1.105633228,-1.1284265070000001,-1.185261159,-1.226662097,-0.720036743,0.615780833,3000.0,Free,"Incorrect, no change",4,7
2557,3,1343,1286,93.53,91.75,1640,445,1,1,50,50,1,47,50,3,0,2,5,False,,514,880,False,False,18,,974,1376,8518,191,47,47,Right,1.6278935509999999,1.5729271980000001,1.120207377,1.0015984690000002,-0.136126349,-0.372055453,3000.0,Free,"Correct, no change",2,2
2559,3,1575,1678,17.03,36.68,415,619,1,1,52,52,1,52,50,2,0,1,1,True,,794,718,True,True,18,,758,921,8832,126,50,50,Right,-1.498822935,-1.5169884480000002,-1.611336347,-1.6384684280000001,-0.720036743,-0.22953181,3000.0,Free,"Correct, no change",1,3
2566,3,1924,5075,76.95,78.73,694,3611,1,1,53,53,2,53,50,3,0,2,5,True,,752,1078,True,True,18,,989,962,9878,177,50,50,Left,0.950233952,0.9032435190000001,0.47439842,0.377417045,-0.136126349,-0.015132018999999998,3000.0,Free,"Correct, no change",2,3
2567,3,1503,1782,63.87,81.2,1596,2352,1,1,50,50,1,48,50,2,0,1,3,False,,594,1332,False,False,18,,838,808,10049,171,48,48,Left,0.415626741,0.37492853,0.596913637,0.495829343,-0.720036743,-0.273763285,3000.0,Free,"Correct, no change",3,1
2570,3,1521,1854,57.2,71.22,611,1427,-1,-1,48,48,0,48,50,2,1,1,1,False,,678,728,True,True,18,,931,1625,10300,35,50,50,Left,0.14300976099999999,0.10552019900000001,0.10189263900000001,0.017386132,-0.720036743,-0.262705417,3000.0,Free,"Incorrect, no change",3,3
2573,3,1963,1599,62.6,72.37,831,582,1,1,50,50,1,50,46,4,0,2,3,True,,932,928,True,True,18,,592,1072,10687,167,46,46,Left,0.36371916,0.323631892,0.158934136,0.072517364,0.447784044,0.008826697,3000.0,Free,"Correct, no change",2,3
2577,4,2684,1973,82.83,92.13,873,937,1,1,53,53,2,50,53,3,0,2,4,False,,790,820,False,False,18,,790,1324,11264,187,50,50,Left,1.190561964,1.140742918,1.1390558720000001,1.019815745,-0.136126349,0.451755778,3000.0,Free,"Correct, no change",3,5
2581,4,2166,2483,80.12,89.75,756,2898,1,1,51,51,2,50,51,1,0,1,3,False,,902,1332,False,False,18,,566,906,11930,184,50,50,Left,1.0797985429999999,1.031283161,1.021004773,0.9057180659999999,-1.303947137,0.133534885,3000.0,Free,"Correct, no change",2,4
2586,4,3390,2532,47.93,70.27,2162,894,1,1,50,50,1,49,50,1,0,2,2,False,,728,680,False,False,18,,834,1483,12463,158,49,49,Right,-0.235874707,-0.26890487399999996,0.054771401,-0.028157058999999998,-1.303947137,0.885469968,3000.0,Free,"Correct, no change",1,3
2590,4,3671,1802,14.07,51.72,1288,747,-1,-1,49,49,1,50,49,1,1,2,4,True,,1255,968,False,False,18,,364,1624,12943,66,50,50,Right,-1.6198043830000002,-1.6365459690000002,-0.8653327590000001,-0.917447797,-1.303947137,1.058095588,3000.0,Free,"Incorrect, no change",1,5
2591,4,2631,1310,10.45,74.57,1140,1446,-1,1,48,50,0,50,48,2,1,1,4,True,,796,1030,False,True,18,,673,1525,13074,131,50,48,Left,-1.767761425,-1.782761585,0.268057002,0.177985807,-0.720036743,0.41919649700000006,3000.0,Free,Incorrect to correct,3,6
2592,4,1235,1948,86.18,84.77,8212,695,1,1,50,50,1,50,47,3,0,1,5,True,,912,1453,True,True,18,,442,1084,13259,185,47,47,Left,1.327483535,1.27605295,0.773990286,0.666975862,-0.136126349,-0.438402666,3000.0,Free,"Correct, no change",3,3
2594,4,2590,1626,75.37,86.32,1327,490,-1,1,50,54,0,54,50,4,1,0,4,True,,756,946,False,True,18,,750,1402,13397,105,54,50,Left,0.885656016,0.839425654,0.850872305,0.741283175,0.447784044,0.39400912899999996,3000.0,Free,Incorrect to correct,3,4
2597,4,2189,1696,44.13,61.23,1596,580,1,1,50,50,1,50,44,6,0,2,3,True,,762,816,True,True,18,,871,1291,13754,152,44,44,Left,-0.391188729,-0.42239088,-0.39362437299999997,-0.461536481,1.6156048319999998,0.147664384,3000.0,Free,"Correct, no change",1,6
2600,5,1929,1359,36.7,68.22,804,1218,1,1,57,57,2,57,50,7,0,1,2,True,,733,1556,True,True,18,,1024,1158,14157,152,50,50,Left,-0.694868513,-0.722496412,-0.046911269000000005,-0.126434472,2.199515226,-0.012060389,3000.0,Free,"Correct, no change",5,9
2601,5,1410,3064,35.13,56.07,1986,554,-1,-1,44,44,0,50,44,6,1,1,5,True,,970,1443,False,False,18,,748,1154,14210,53,50,50,Left,-0.759037727,-0.785910367,-0.6495670929999999,-0.7089079209999999,1.6156048319999998,-0.330895608,3000.0,Free,"Incorrect, no change",2,4
2602,5,1296,1919,71.75,73.63,635,351,1,1,57,57,1,57,50,7,0,1,1,True,,644,584,True,True,18,,774,996,14381,171,50,50,Right,0.737698975,0.6932100370000001,0.221431777,0.132922018,2.199515226,-0.400928777,3000.0,Free,"Correct, no change",3,1
2604,5,1423,1404,13.23,69.5,767,453,1,1,50,50,1,50,44,6,0,1,4,True,,764,1684,True,True,18,,754,929,14707,140,44,44,Left,-1.6541369559999999,-1.670474454,0.016578399,-0.065071015,1.6156048319999998,-0.322909369,3000.0,Free,"Correct, no change",4,6
2605,5,1341,2368,28.6,87.48,1083,432,1,1,56,56,2,50,56,6,0,1,2,False,,750,840,False,False,18,,876,1881,14864,157,50,50,Right,-1.025932611,-1.0496639509999999,0.9084098159999999,0.796893808,1.6156048319999998,-0.373284105,3000.0,Free,"Correct, no change",3,6
2610,5,2893,1317,11.97,67.32,1096,603,1,1,50,50,1,47,50,3,0,1,3,False,,800,948,False,False,18,,872,1693,15628,138,47,47,Right,-1.705635816,-1.7213671830000001,-0.091552441,-0.169580654,-0.136126349,0.580149922,3000.0,Free,"Correct, no change",2,5
2617,5,2240,1608,81.9,94.33,492,911,1,1,50,50,2,47,50,3,0,2,3,False,,584,1046,False,False,18,,1109,1423,16568,187,47,47,Left,1.152550901,1.103179238,1.248178738,1.125284189,-0.136126349,0.17899501199999998,3000.0,Free,"Correct, no change",3,5
2620,6,2632,1492,9.52,76.87,958,841,-1,1,49,50,0,50,49,1,1,2,4,True,,614,1378,False,True,18,,956,806,16903,133,50,49,Right,-1.8057724880000001,-1.820325265,0.382139997,0.28824827,-1.303947137,0.41981082299999994,3000.0,Free,Incorrect to correct,1,4
2626,6,1182,1115,44.0,64.62,495,280,1,-1,50,47,2,50,47,3,0,1,5,True,,858,949,True,False,18,,628,1674,17526,89,47,50,Left,-0.396502103,-0.42764171700000003,-0.225475957,-0.299019198,-0.136126349,-0.47096194700000005,3000.0,Free,Correct to incorrect,2,2
2627,6,1325,1236,19.08,91.78,502,263,-1,-1,48,48,0,50,48,2,1,2,4,True,,422,1341,False,False,18,,1176,1006,17570,44,50,50,Right,-1.4150351069999998,-1.4341867869999998,1.121695416,1.003036675,-0.720036743,-0.38311332200000003,3000.0,Free,"Incorrect, no change",1,2
2630,6,1500,2306,10.3,53.08,602,430,1,1,50,50,1,50,46,4,0,1,4,True,,802,1411,True,True,18,,746,1134,17909,131,46,46,Left,-1.773892241,-1.7888202430000002,-0.797874987,-0.852249123,0.447784044,-0.275606264,3000.0,Free,"Correct, no change",4,4
2631,6,2622,2694,42.45,96.12,524,1107,1,1,50,50,2,46,50,4,0,2,3,False,,788,1306,False,False,18,,904,970,18078,169,46,46,Left,-0.459853875,-0.490247851,1.3369650690000001,1.211097149,0.447784044,0.41366756299999996,3000.0,Free,"Correct, no change",3,4
2635,6,2248,2998,61.13,78.52,813,347,1,1,52,52,2,52,50,2,0,1,3,True,,734,1488,True,True,18,,598,706,18716,169,50,50,Right,0.303637157,0.264257042,0.46398214600000004,0.36734960299999997,-0.720036743,0.18390962100000002,3000.0,Free,"Correct, no change",3,5
2640,7,1095,1644,11.25,37.63,638,339,-1,-1,50,50,0,50,50,0,1,2,6,False,,1078,1283,True,True,18,,508,1202,19283,75,50,50,Left,-1.7350637359999999,-1.750448742,-1.56421511,-1.592925236,-1.8878575309999999,-0.524408313,3000.0,Free,"Incorrect, no change",3,4
2643,7,1198,1408,40.1,58.07,559,567,1,1,53,53,1,50,53,3,0,2,5,False,,500,1562,False,False,18,,1105,1055,19599,149,50,50,Right,-0.555903336,-0.585166828,-0.5503644879999999,-0.613027518,-0.136126349,-0.46113273,3000.0,Free,"Correct, no change",2,4
2646,7,1112,1305,40.38,75.23,476,544,1,1,50,50,2,48,50,2,0,2,4,False,,546,984,False,False,18,,756,1628,20061,157,48,48,Right,-0.544459145,-0.573857333,0.300793861,0.20962634,-0.720036743,-0.51396477,3000.0,Free,"Correct, no change",2,5
2652,7,1306,1322,39.07,64.65,501,534,1,1,52,52,1,52,50,2,0,2,4,True,,873,1357,True,True,18,,672,1272,20590,151,50,50,Left,-0.59800161,-0.626769614,-0.223987918,-0.297580992,-0.720036743,-0.39478551700000003,3000.0,Free,"Correct, no change",4,5
2653,7,780,1614,28.93,44.4,828,493,-1,-1,48,48,1,50,48,2,1,2,4,True,,662,1010,False,False,18,,742,1558,20652,62,50,50,Right,-1.012444815,-1.036334903,-1.228414292,-1.268370072,-0.720036743,-0.717921019,3000.0,Free,"Incorrect, no change",2,4
2654,7,756,2337,34.47,81.3,685,581,-1,-1,47,47,0,50,47,3,1,1,6,True,,874,980,False,False,18,,474,1245,20693,41,50,50,Right,-0.78601332,-0.812568463,0.6018737670000001,0.500623363,-0.136126349,-0.7326648440000001,3000.0,Free,"Incorrect, no change",1,2
2655,7,903,1214,48.73,68.07,632,519,-1,-1,50,50,0,54,50,4,1,2,4,True,,560,1109,False,False,18,,804,1246,20733,40,54,54,Right,-0.203177019,-0.23659203,-0.054351464,-0.133625503,0.447784044,-0.642358915,3000.0,Free,"Incorrect, no change",2,2
2668,0,3010,2434,4.65,96.63,1838,738,1,1,50,50,2,50,44,6,0,1,3,True,,818,983,True,True,19,,598,1068,1711,150,44,44,Left,-2.390762764,-2.639871329,1.4957645119999998,0.8997883409999999,0.662755711,0.603819317,3000.0,Free,"Correct, no change",3,4
2670,0,3729,1291,91.28,54.07,1099,635,1,1,55,55,2,50,55,5,0,2,2,False,,820,608,False,False,19,,602,1135,2037,172,50,50,Left,1.679140499,0.781068038,-0.34578787,-0.810609342,0.17345559600000002,1.1735094609999999,3000.0,Free,"Correct, no change",4,5
2671,0,1684,3711,73.08,71.37,2085,914,1,1,50,50,1,50,46,4,0,2,2,True,,764,678,True,True,19,,593,1658,2208,171,46,46,Right,0.824099065,0.062366705,0.402775481,-0.115358404,-0.315844519,-0.44681925200000006,3000.0,Free,"Correct, no change",3,4
2672,0,2244,3037,56.03,57.52,925,1809,1,1,50,50,2,50,46,4,0,2,3,True,,642,1110,True,True,19,,784,940,2364,156,46,46,Left,0.023084975,-0.6109221810000001,-0.19650789600000002,-0.6719610340000001,-0.315844519,-0.003110656,3000.0,Free,"Correct, no change",2,4
2673,0,1386,2899,67.12,63.03,13165,724,1,1,50,50,1,47,50,3,0,1,3,False,,1071,906,False,False,19,,408,1190,2528,164,47,47,Right,0.544096486,-0.172988237,0.041907368,-0.450525619,-0.805144634,-0.6829356120000001,3000.0,Free,"Correct, no change",4,5
2675,0,3859,1598,49.37,54.8,2559,881,-1,-1,48,48,0,48,50,2,1,2,3,False,,899,1062,True,True,19,,504,1096,2734,47,50,50,Left,-0.289803813,-0.873919482,-0.314201093,-0.7812721640000001,-1.294444749,1.276513242,3000.0,Free,"Incorrect, no change",3,3
2676,0,1599,6453,77.93,53.9,3345,1026,1,-1,53,50,1,50,53,3,0,1,2,False,,1018,1180,False,True,19,,608,878,2845,111,50,53,Left,1.051953513,0.253888763,-0.353143695,-0.8174412879999999,-0.805144634,-0.514167878,3000.0,Free,Correct to incorrect,3,5
2679,1,1492,1947,47.72,52.42,2347,2175,-1,1,48,50,1,50,48,2,1,2,2,True,,749,1144,False,True,19,,912,979,3219,102,50,48,Left,-0.367321306,-0.9390764709999999,-0.417182641,-0.8769194029999999,-1.294444749,-0.5989479129999999,3000.0,Free,Incorrect to correct,1,3
2680,1,1110,1333,71.72,98.92,1122,1771,1,1,53,53,1,50,53,3,0,1,2,False,,994,702,False,False,19,,709,1448,3403,184,50,50,Left,0.760205859,0.00866155,1.594851799,0.991818668,-0.805144634,-0.9016205629999999,3000.0,Free,"Correct, no change",2,6
2681,1,954,1126,3.72,99.98,6607,1517,-1,1,47,50,1,50,47,3,1,2,1,True,,925,814,False,True,19,,540,708,3550,147,50,47,Left,-2.434454442,-2.676596178,1.640717531,1.034417858,-0.805144634,-1.0252251000000001,3000.0,Free,Incorrect to correct,1,3
2686,1,4185,3199,47.93,61.0,899,1120,1,1,55,55,1,50,55,5,0,2,2,False,,970,698,False,False,19,,560,1370,4118,153,50,50,Left,-0.357455443,-0.9307837640000001,-0.045929834,-0.532107088,0.17345559600000002,1.5348150319999998,3000.0,Free,"Correct, no change",2,5
2690,1,1575,2583,93.45,53.0,2620,922,1,-1,50,44,1,44,50,6,0,1,2,False,,644,518,False,True,19,,452,1500,4684,119,44,50,Left,1.781087747,0.8667593509999999,-0.39208629700000003,-0.853610412,0.662755711,-0.53318396,3000.0,Free,Correct to incorrect,2,4
2692,1,2499,2305,48.13,50.25,2798,816,-1,1,50,55,0,55,50,5,1,1,3,True,,606,678,False,True,19,,1042,1344,4932,100,55,50,Left,-0.34805938299999994,-0.922885947,-0.511077581,-0.9641271790000001,0.17345559600000002,0.198935223,3000.0,Free,Incorrect to correct,3,3
2694,1,1888,2024,45.28,56.0,1339,1592,-1,1,50,56,1,50,56,6,1,2,3,False,,508,566,True,False,19,,892,1506,5136,105,56,50,Right,-0.481953234,-1.0354298370000001,-0.262277624,-0.733046665,0.662755711,-0.285182549,3000.0,Free,Incorrect to correct,3,4
2699,2,1127,1371,98.1,100.27,1673,862,1,1,55,55,1,50,55,5,0,1,2,False,,1030,720,False,False,19,,466,1438,6034,199,50,50,Right,1.999546135,1.050383593,1.653265702,1.046072354,0.17345559600000002,-0.8881508370000001,3000.0,Free,"Correct, no change",2,4
2700,2,2026,1588,96.63,100.65,2261,10251,-1,1,50,55,1,50,55,5,1,3,2,False,,705,682,True,False,19,,734,1505,6135,101,55,50,Right,1.930485096,0.9923346390000001,1.669708134,1.0613437609999998,0.17345559600000002,-0.175840073,3000.0,Free,Incorrect to correct,1,7
2704,2,1784,2090,98.18,74.17,1711,5009,1,1,50,50,2,42,50,8,0,2,2,False,,900,616,False,False,19,,501,1443,6692,186,42,42,Right,2.003304559,1.053542719,0.523930242,-0.0028322409999999997,1.641355942,-0.36758557399999997,3000.0,Free,"Correct, no change",3,4
2705,2,1780,2336,82.2,92.3,33384,1970,1,1,57,57,1,50,57,7,0,1,1,False,,892,610,False,False,19,,522,1216,6879,187,50,50,Left,1.2525593879999999,0.42250715299999997,1.308407326,0.725774667,1.152055826,-0.370754921,3000.0,Free,"Correct, no change",3,4
2707,2,3213,2061,87.33,52.15,1858,947,1,1,58,58,1,58,50,8,0,1,2,True,,612,648,True,True,19,,718,1377,7100,169,50,50,Right,1.49356832,0.625086155,-0.428865421,-0.88777014,1.641355942,0.764663683,3000.0,Free,"Correct, no change",3,5
2712,2,1434,5639,97.3,49.7,1473,7859,1,1,50,50,1,43,50,7,0,1,3,False,,686,758,False,False,19,,550,1206,7796,172,43,43,Left,1.961961896,1.018792325,-0.5348758379999999,-0.986230533,1.152055826,-0.644903446,3000.0,Free,"Correct, no change",3,3
2714,2,1568,7799,92.5,98.65,7101,784,1,1,50,50,1,50,44,6,0,3,3,True,,612,1246,True,True,19,,748,874,8132,195,44,44,Right,1.7364564630000001,0.8292447209999999,1.583169019,0.98096793,0.662755711,-0.5387303179999999,3000.0,Free,"Correct, no change",2,4
2721,3,1566,1303,48.75,76.53,3947,1110,1,1,57,57,2,50,57,7,0,2,3,False,,582,998,False,False,19,,870,1028,9069,162,50,50,Left,-0.318931598,-0.898402715,0.626046399,0.09201124,1.152055826,-0.540314991,3000.0,Free,"Correct, no change",2,3
2726,3,2730,1752,68.98,47.75,3386,1223,1,1,50,50,1,50,46,4,0,1,3,True,,624,804,True,True,19,,880,1348,9836,157,46,46,Left,0.631479841,-0.09953854,-0.619251476,-1.064596968,-0.315844519,0.38196501899999996,3000.0,Free,"Correct, no change",2,4
2731,3,1815,1941,41.92,49.65,1987,1948,1,1,50,50,1,50,45,5,0,2,4,True,,628,886,True,True,19,,782,1222,10403,144,45,45,Right,-0.6398070370000001,-1.16811316,-0.537039316,-0.9882399279999999,0.17345559600000002,-0.343023134,3000.0,Free,"Correct, no change",2,3
2733,3,2449,1648,88.03,81.73,2576,1508,1,1,50,50,1,46,50,4,0,2,2,False,,578,614,False,False,19,,844,1347,10747,184,46,46,Right,1.526454529,0.652728514,0.8510481,0.3009884,-0.315844519,0.159318384,3000.0,Free,"Correct, no change",1,3
2734,3,1420,3117,70.42,79.23,2366,627,1,1,50,50,2,46,50,4,0,2,3,False,,716,787,False,False,19,,603,1310,10921,174,46,46,Right,0.699131471,-0.042674259000000006,0.742874205,0.20051861199999998,-0.315844519,-0.655996161,3000.0,Free,"Correct, no change",2,4
2735,3,2806,3183,54.85,52.53,3136,3900,1,-1,50,47,1,50,47,3,0,2,2,True,,758,552,True,False,19,,705,1664,11021,100,47,50,Right,-0.032351777000000005,-0.657519301,-0.41242298899999996,-0.872498732,-0.805144634,0.442182614,3000.0,Free,Correct to incorrect,2,4
2740,4,1745,3705,57.68,100.53,1630,2294,1,1,50,50,1,46,50,4,0,2,2,False,,840,590,False,False,19,,818,1332,11648,178,46,46,Left,0.10060246800000001,-0.5457651920000001,1.6645157869999998,1.056521212,-0.315844519,-0.39848670799999997,3000.0,Free,"Correct, no change",1,2
2741,4,1958,1535,48.73,51.3,927,926,-1,-1,46,46,1,46,50,4,1,1,2,False,,698,592,True,True,19,,782,1515,11697,49,50,50,Right,-0.31987120399999996,-0.899192496,-0.465644545,-0.921929868,-0.315844519,-0.229718974,3000.0,Free,"Incorrect, no change",2,2
2748,4,1753,2256,60.55,75.05,2366,3656,1,1,50,50,2,46,50,4,0,1,3,False,,742,755,False,False,19,,764,1148,12740,167,46,46,Left,0.235435925,-0.43243152100000004,0.562007453,0.032533125,-0.315844519,-0.392148014,3000.0,Free,"Correct, no change",4,3
2751,4,1207,1636,68.53,72.82,1176,3896,-1,-1,46,46,0,50,46,4,1,2,3,True,,854,1017,False,False,19,,633,1154,13051,28,50,50,Right,0.610338707,-0.11730862800000001,0.465516339,-0.057085927,-0.315844519,-0.824763895,3000.0,Free,"Incorrect, no change",3,4
2752,4,1686,1470,70.48,74.52,818,2301,-1,1,45,50,0,50,45,5,1,2,3,True,,778,1207,False,True,19,,735,1010,13152,101,50,45,Right,0.701950289,-0.040304914,0.539074588,0.01123353,0.17345559600000002,-0.445234578,3000.0,Free,Incorrect to correct,1,3
2758,4,1637,2985,22.35,22.62,4024,1087,-1,-1,44,44,1,50,44,6,1,1,2,True,,690,608,False,False,19,,686,1454,13990,76,50,50,Left,-1.55921148,-1.9409145380000001,-1.706615465,-2.074519284,0.662755711,-0.48405908,3000.0,Free,"Incorrect, no change",4,6
2760,4,2918,1497,50.12,70.97,1258,2313,-1,1,43,50,1,43,50,7,1,1,3,False,,468,672,True,False,19,,904,1430,14248,109,50,43,Right,-0.254568589,-0.8443026690000001,0.385467657,-0.13143357,1.152055826,0.530924333,3000.0,Free,Incorrect to correct,2,4
2761,5,4594,1471,33.05,52.3,2331,1211,1,1,58,58,1,58,50,8,0,2,3,True,,684,913,True,True,19,,715,1284,14390,142,50,50,Right,-1.056522285,-1.5183813369999999,-0.42237498799999995,-0.881741952,1.641355942,1.858880774,3000.0,Free,"Correct, no change",2,4
2764,5,1598,2189,37.97,48.83,1663,3310,1,1,50,50,1,42,50,8,0,2,2,False,,848,1008,False,False,19,,676,1104,14731,142,42,42,Right,-0.825379216,-1.324095043,-0.5725203529999999,-1.021194019,1.641355942,-0.514960215,3000.0,Free,"Correct, no change",2,2
2767,5,1284,2190,82.65,45.75,1502,2219,1,-1,50,43,2,50,43,7,0,3,4,True,,623,1004,True,False,19,,734,1107,15198,118,43,50,Right,1.273700522,0.44027724100000004,-0.705790592,-1.144972799,1.152055826,-0.763753963,3000.0,Free,Correct to incorrect,2,2
2771,5,2989,1528,44.12,97.28,935,2743,1,1,50,50,1,44,50,6,0,2,3,False,,748,1046,False,False,19,,754,1117,15745,170,44,44,Right,-0.53645038,-1.081237175,1.523889724,0.9259104859999999,0.662755711,0.587180245,3000.0,Free,"Correct, no change",2,5
2773,5,1550,2891,74.52,82.35,735,998,1,-1,50,45,1,50,45,5,0,2,3,True,,882,1012,True,False,19,,545,1186,16002,95,45,50,Right,0.891750695,0.119230986,0.8778752259999999,0.325904908,0.17345559600000002,-0.55299238,3000.0,Free,Correct to incorrect,3,3
2774,5,2358,3022,71.98,6.95,1424,808,1,1,50,50,2,50,45,5,0,2,2,True,,766,596,True,True,19,,804,1611,16140,138,45,45,Right,0.772420737,0.018928712,-2.384649436,-2.70426392,0.17345559600000002,0.08721573699999999,3000.0,Free,"Correct, no change",2,7
2776,5,4310,1335,39.97,48.95,725,1437,1,1,50,50,2,46,50,4,0,1,3,False,,804,1012,False,False,19,,404,976,16385,143,46,46,Right,-0.731418619,-1.245116874,-0.567328006,-1.016371469,-0.315844519,1.6338571290000001,3000.0,Free,"Correct, no change",1,4
2781,5,1548,1491,22.28,9.42,1039,2846,1,-1,55,50,1,50,55,5,0,2,1,False,,862,1444,False,True,19,,581,688,16853,106,50,55,Left,-1.562500101,-1.943678774,-2.2777736280000003,-2.6049997680000003,0.17345559600000002,-0.5545770529999999,3000.0,Free,Correct to incorrect,2,4
2791,6,982,1219,78.2,80.02,727,651,-1,-1,50,50,0,50,50,0,1,2,4,False,,1171,810,True,False,19,,514,1342,18253,19,50,50,Left,1.064638194,0.264550816,0.7770571559999999,0.232267065,-2.2730449790000002,-1.00303967,3000.0,Free,"Incorrect, no change",2,1
2793,6,3068,1452,44.47,47.58,773,1208,-1,-1,49,49,1,49,50,1,1,2,3,False,,700,955,True,True,19,,864,1130,18437,53,50,50,Right,-0.520007276,-1.067415995,-0.6266073010000001,-1.071428914,-1.783744864,0.64977485,3000.0,Free,"Incorrect, no change",2,2
2794,6,1123,1485,46.08,44.07,439,504,1,1,50,50,1,50,48,2,0,2,4,True,,448,804,True,True,19,,1085,1423,18582,145,48,48,Right,-0.444368995,-1.00383857,-0.7784834490000001,-1.212488497,-1.294444749,-0.891320184,3000.0,Free,"Correct, no change",1,2
2795,6,4765,3034,33.22,31.12,680,1217,-1,1,50,52,1,50,52,2,1,1,3,False,,815,1049,True,False,19,,728,1138,18680,98,52,50,Right,-1.048535635,-1.5116681930000002,-1.338824223,-1.7329220019999998,-1.294444749,1.9943703640000001,3000.0,Free,Incorrect to correct,3,4
2799,6,2899,4295,28.7,41.8,2416,892,1,1,50,50,1,47,50,3,0,1,2,False,,848,526,False,False,19,,803,1680,19218,134,47,47,Left,-1.260886584,-1.690158854,-0.876705345,-1.303715065,-0.805144634,0.515869935,3000.0,Free,"Correct, no change",3,6
2802,6,2553,4595,44.72,39.98,1762,633,1,-1,50,48,2,48,50,2,0,2,1,False,,548,824,False,True,19,,922,1110,19630,102,48,50,Right,-0.508262201,-1.057543724,-0.95545594,-1.3768570709999999,-1.294444749,0.241721409,3000.0,Free,Correct to incorrect,1,2
2803,7,1516,1550,34.83,47.72,1451,899,-1,-1,49,49,0,50,49,1,1,1,4,True,,564,1032,False,False,19,,966,1221,19688,58,50,50,Left,-0.9728973540000001,-1.4480907669999998,-0.620549563,-1.065802605,-1.783744864,-0.57993183,3000.0,Free,"Incorrect, no change",1,2
